time,open,high,low,close,Volume,Volume MA,"TRXKRW, UPBIT: Open","TRXKRW, UPBIT: High","TRXKRW, UPBIT: Low","TRXKRW, UPBIT: Close","TRXUSDT, BINANCE: Open","TRXUSDT, BINANCE: High","TRXUSDT, BINANCE: Low","TRXUSDT, BINANCE: Close","(BTCKRW-BTCUSDT*USDKRW)/(BTCUSDT*USDKRW), UPBIT: Open","(BTCKRW-BTCUSDT*USDKRW)/(BTCUSDT*USDKRW), UPBIT: High","(BTCKRW-BTCUSDT*USDKRW)/(BTCUSDT*USDKRW), UPBIT: Low","(BTCKRW-BTCUSDT*USDKRW)/(BTCUSDT*USDKRW), UPBIT: Close","BTCUSDT, BINANCE: Open","BTCUSDT, BINANCE: High","BTCUSDT, BINANCE: Low","BTCUSDT, BINANCE: Close"
1275399000,1087.3,1094.77,1069.89,1070.71,5271480000,6399810500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1275485400,1073.01,1098.56,1072.03,1098.38,5026360000,6321392500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1275571800,1098.82,1105.67,1091.81,1102.83,4995970000,6231394000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1275658200,1098.43,1098.43,1060.5,1064.88,6180580000,6009532500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1275917400,1065.84,1071.36,1049.86,1050.47,5467560000,5809265000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276003800,1050.81,1063.15,1042.17,1062,6192750000,5774217500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276090200,1062.75,1077.74,1052.25,1055.69,5983200000,5781250000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276176600,1058.77,1087.85,1058.77,1086.84,5144780000,5777216000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276263000,1082.65,1092.25,1077.12,1091.6,4059280000,5736648000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276522200,1095,1105.91,1089.03,1089.63,4425830000,5651619500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276608600,1091.21,1115.59,1091.21,1115.23,4644490000,5587698000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276695000,1114.02,1118.74,1107.13,1114.61,5002600000,5529286000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276781400,1115.98,1117.72,1105.87,1116.04,4557760000,5418884000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276867800,1116.16,1121.01,1113.93,1117.51,4555360000,5230223500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277127000,1122.79,1131.23,1108.24,1113.2,4514360000,5183335000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277213400,1113.9,1118.5,1094.18,1095.31,4514380000,5147852000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277299800,1095.57,1099.64,1085.31,1092.04,4526150000,5007680500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277386200,1090.93,1090.93,1071.6,1073.69,4814830000,5022369500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277472600,1075.1,1083.56,1067.89,1076.76,5128840000,4993888500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277731800,1077.5,1082.6,1071.45,1074.57,3896410000,4945148500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277818200,1071.1,1071.1,1035.18,1041.24,6136700000,4988409500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277904600,1040.56,1048.08,1028.33,1030.71,5067080000,4990445500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277991000,1031.1,1033.58,1010.91,1027.37,6435770000,5062435500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278077400,1027.65,1032.95,1015.93,1022.58,3968500000,4951831500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278423000,1028.09,1042.5,1018.35,1028.06,4691240000,4913015500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278509400,1028.54,1060.89,1028.54,1060.27,4931220000,4849939000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278595800,1062.92,1071.25,1058.24,1070.25,4548460000,4778202000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278682200,1070.5,1078.16,1068.1,1077.96,3506570000,4696291500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278941400,1077.23,1080.78,1070.45,1078.75,3426990000,4664677000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279027800,1080.65,1099.46,1080.65,1095.34,4640460000,4675408500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279114200,1095.61,1099.08,1087.68,1095.17,4521050000,4669236500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279200600,1094.46,1098.66,1080.53,1096.48,4552470000,4646730000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279287000,1093.85,1093.85,1063.32,1064.88,5297350000,4683709500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279546200,1066.85,1074.7,1061.11,1071.25,4089500000,4660416500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279632600,1064.53,1083.94,1056.88,1083.48,4713280000,4670362500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279719000,1086.67,1088.96,1065.25,1069.59,4747180000,4682002500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279805400,1072.14,1097.5,1072.14,1093.67,4826900000,4697040000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279891800,1092.17,1103.73,1087.88,1102.66,4524570000,4682527000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280151000,1102.89,1115.01,1101.3,1115.01,4009650000,4626567500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280237400,1117.36,1120.95,1109.78,1113.84,4725690000,4668031500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280323800,1112.84,1114.66,1103.11,1106.13,4002390000,4561316000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280410200,1108.07,1115.9,1092.82,1101.53,4612420000,4538583000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280496600,1098.44,1106.44,1088.01,1101.6,4006450000,4417117000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280755800,1107.53,1127.3,1107.53,1125.86,4144180000,4425901000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280842200,1125.34,1125.44,1116.76,1120.46,4071820000,4394930000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280928600,1121.06,1128.75,1119.46,1127.24,4057850000,4351261500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281015000,1125.78,1126.56,1118.81,1125.81,3685560000,4308116500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281101400,1122.07,1123.06,1107.17,1121.64,3857890000,4325682500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281360600,1122.8,1129.24,1120.91,1127.79,3979360000,4353301000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281447000,1122.92,1127.16,1111.58,1121.06,3979360000,4320246000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281533400,1116.89,1116.89,1088.55,1089.47,4511860000,4319786500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281619800,1081.48,1086.72,1076.69,1083.61,4521050000,4318215500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281706200,1082.22,1086.25,1079,1079.25,3328890000,4219792500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281965400,1077.49,1082.62,1069.49,1079.38,3142450000,4172440000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282051800,1081.16,1100.14,1081.16,1092.54,3968210000,4135186500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282138200,1092.08,1099.77,1085.76,1094.16,3724260000,4084040500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282224600,1092.44,1092.44,1070.66,1075.63,4290540000,4057222500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282311000,1075.63,1075.63,1063.91,1071.69,3761570000,4019072500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282570200,1073.36,1081.58,1067.08,1067.36,3210950000,3979137500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282656600,1063.2,1063.2,1046.68,1051.87,4436330000,3964669500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282743000,1048.98,1059.38,1039.83,1055.33,4360190000,3982559500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282829400,1056.28,1061.45,1045.4,1047.22,3646710000,3934274000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282915800,1049.27,1065.21,1039.7,1064.59,4102460000,3939074500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283175000,1062.9,1064.4,1048.79,1048.92,2917990000,3877765000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283261400,1046.88,1055.14,1040.88,1049.33,4038770000,3876112500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283347800,1049.72,1081.3,1049.72,1080.29,4396880000,3893064000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283434200,1080.66,1090.1,1080.39,1090.1,3704210000,3893996500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283520600,1093.61,1105.1,1093.61,1104.51,3534500000,3877827000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283866200,1102.6,1102.6,1091.15,1091.84,3107380000,3834228000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283952600,1092.36,1103.26,1092.36,1098.87,3224640000,3796492000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284039000,1101.15,1110.27,1101.15,1104.18,3387770000,3740287500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284125400,1104.57,1110.88,1103.92,1109.55,3061160000,3667293000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284384600,1113.38,1123.87,1113.38,1121.9,4521050000,3726901000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284471000,1121.16,1127.36,1115.58,1121.1,4521050000,3795831000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284557400,1119.43,1126.46,1114.63,1125.07,3369840000,3765912500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284643800,1123.89,1125.44,1118.88,1124.66,3364080000,3747903500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284730200,1126.39,1131.47,1122.43,1125.59,4086140000,3737683500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284989400,1126.57,1144.86,1126.57,1142.71,3364080000,3717809000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285075800,1142.82,1148.59,1136.22,1139.78,4175660000,3766044500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285162200,1139.49,1144.38,1131.58,1134.28,3911070000,3739781500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285248600,1131.1,1136.77,1122.79,1124.83,3847850000,3714164500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285335000,1131.69,1148.9,1131.69,1148.67,4123950000,3738026500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285594200,1148.64,1149.92,1142,1142.16,3587860000,3712296500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285680600,1142.31,1150,1132.09,1147.7,4025840000,3767689000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285767000,1146.75,1148.63,1140.26,1144.73,3990280000,3765264500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285853400,1145.97,1157.16,1136.08,1141.2,4284160000,3759628500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285939800,1143.49,1150.3,1139.42,1146.24,4298910000,3789363500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286199000,1144.96,1148.16,1131.87,1137.03,3604110000,3792844000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286285400,1140.68,1162.76,1140.68,1160.75,4068840000,3840917000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286371800,1159.81,1162.33,1154.85,1159.97,4073160000,3883343000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286458200,1161.57,1163.87,1151.41,1158.06,3910550000,3909482000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286544600,1158.36,1167.73,1155.58,1165.15,3871420000,3949995000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286803800,1165.32,1168.68,1162.02,1165.32,2505900000,3849237500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286890200,1164.28,1172.58,1155.71,1169.77,4076170000,3826993500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286976600,1171.32,1184.38,1171.32,1178.1,4969410000,3906972000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287063000,1177.82,1178.89,1166.71,1173.81,4969410000,3987238500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287149400,1177.47,1181.2,1167.12,1176.19,5724910000,4069177000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287408600,1176.83,1185.53,1174.55,1184.71,4450050000,4123475500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287495000,1178.64,1178.64,1159.71,1165.9,5600120000,4194698500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287581400,1166.74,1182.94,1166.74,1178.17,5027880000,4250539000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287667800,1179.82,1189.43,1171.17,1180.26,4625470000,4289420000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287754200,1180.52,1183.93,1178.99,1183.08,3177890000,4242117000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1288013400,1184.74,1196.14,1184.74,1185.62,4221380000,4273793000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
