time,open,high,low,close,Volume,Volume MA
-488629800,29.940001,29.940001,29.940001,29.940001,2080000,1968000
-488543400,30.139999,30.139999,30.139999,30.139999,2240000,1999500
-488284200,30.120001,30.120001,30.120001,30.120001,2330000,2034500
-488197800,30.02,30.02,30.02,30.02,2430000,2085000
-488111400,30.09,30.09,30.09,30.09,2520000,2129500
-488025000,30.190001,30.190001,30.190001,30.190001,3000000,2176000
-487938600,30.059999,30.059999,30.059999,30.059999,2540000,2212500
-487679400,29.98,29.98,29.98,29.98,2370000,2252000
-487593000,29.84,29.84,29.84,29.84,2580000,2290000
-487506600,30.030001,30.030001,30.030001,30.030001,2510000,2310500
-487420200,30.27,30.27,30.27,30.27,2890000,2350500
-487333800,30.309999,30.309999,30.309999,30.309999,2520000,2363500
-487074600,30.34,30.34,30.34,30.34,2110000,2366000
-486988200,30.52,30.52,30.52,30.52,2690000,2406000
-486901800,30.58,30.58,30.58,30.58,2740000,2414000
-486815400,30.690001,30.690001,30.690001,30.690001,2710000,2452000
-486729000,30.879999,30.879999,30.879999,30.879999,2800000,2499000
-486469800,30.99,30.99,30.99,30.99,2850000,2542500
-486383400,30.93,30.93,30.93,30.93,2970000,2563000
-486297000,30.9,30.9,30.9,30.9,3620000,2625000
-486210600,30.77,30.77,30.77,30.77,3150000,2678500
-486124200,30.379999,30.379999,30.379999,30.379999,3350000,2734000
-485865000,30.120001,30.120001,30.120001,30.120001,2280000,2731500
-485778600,30.370001,30.370001,30.370001,30.370001,2890000,2754500
-485692200,30.719999,30.719999,30.719999,30.719999,3440000,2800500
-485605800,30.59,30.59,30.59,30.59,2680000,2784500
-485519400,30.719999,30.719999,30.719999,30.719999,2500000,2782500
-485260200,31.049999,31.049999,31.049999,31.049999,2760000,2802000
-485173800,31.120001,31.120001,31.120001,31.120001,2900000,2818000
-485087400,31.09,31.09,31.09,31.09,2390000,2812000
-485001000,31.16,31.16,31.16,31.16,2320000,2783500
-484914600,31.209999,31.209999,31.209999,31.209999,2110000,2763000
-484655400,31,31,31,31,2020000,2758500
-484569000,30.870001,30.870001,30.870001,30.870001,2000000,2724000
-484482600,30.65,30.65,30.65,30.65,2280000,2701000
-484396200,30.57,30.57,30.57,30.57,2060000,2668500
-484309800,30.66,30.66,30.66,30.66,1740000,2615500
-484050600,30.35,30.35,30.35,30.35,1950000,2570500
-483964200,29.83,29.83,29.83,29.83,2640000,2554000
-483877800,30.040001,30.040001,30.040001,30.040001,1790000,2462500
-483791400,30.27,30.27,30.27,30.27,1600000,2385000
-483705000,30.5,30.5,30.5,30.5,1630000,2299000
-483359400,30.66,30.66,30.66,30.66,1860000,2278000
-483273000,30.68,30.68,30.68,30.68,1970000,2232000
-483186600,30.73,30.73,30.73,30.73,1700000,2145000
-483100200,30.84,30.84,30.84,30.84,1870000,2104500
-482841000,31.120001,31.120001,31.120001,31.120001,2030000,2081000
-482754600,31.280001,31.280001,31.280001,31.280001,2120000,2049000
-482668200,31.290001,31.290001,31.290001,31.290001,2110000,2009500
-482581800,31.459999,31.459999,31.459999,31.459999,1880000,1984000
-482495400,31.709999,31.709999,31.709999,31.709999,2250000,1980500
-482236200,31.57,31.57,31.57,31.57,2060000,1978000
-482149800,31.790001,31.790001,31.790001,31.790001,1770000,1965500
-482063400,32,32,32,32,2260000,1978500
-481977000,32.18,32.18,32.18,32.18,2340000,1981500
-481890600,32.400002,32.400002,32.400002,32.400002,2340000,1995500
-481627800,32.529999,32.529999,32.529999,32.529999,2190000,2018000
-481541400,32.689999,32.689999,32.689999,32.689999,1800000,2010500
-481455000,32.5,32.5,32.5,32.5,1810000,1969000
-481368600,32.310001,32.310001,32.310001,32.310001,1840000,1971500
-481282200,32.290001,32.290001,32.290001,32.290001,1850000,1984000
-481023000,32.470001,32.470001,32.470001,32.470001,2000000,2002500
-480936600,32.630001,32.630001,32.630001,32.630001,2300000,2024500
-480850200,32.759998,32.759998,32.759998,32.759998,2570000,2054500
-480763800,32.689999,32.689999,32.689999,32.689999,1810000,2060000
-480677400,32.669998,32.669998,32.669998,32.669998,2120000,2072500
-480418200,32.41,32.41,32.41,32.41,2100000,2076000
-480331800,32.279999,32.279999,32.279999,32.279999,1620000,2051000
-480245400,32.27,32.27,32.27,32.27,2070000,2049000
-480159000,31.879999,31.879999,31.879999,31.879999,2540000,2082000
-480072600,31.709999,31.709999,31.709999,31.709999,2250000,2082000
-479813400,31.83,31.83,31.83,31.83,1790000,2068500
-479727000,31.91,31.91,31.91,31.91,1900000,2075000
-479640600,32.169998,32.169998,32.169998,32.169998,2380000,2081000
-479554200,32.130001,32.130001,32.130001,32.130001,2320000,2080000
-479467800,32.130001,32.130001,32.130001,32.130001,2080000,2067000
-479208600,31.959999,31.959999,31.959999,31.959999,2340000,2074500
-479122200,31.940001,31.940001,31.940001,31.940001,2010000,2085000
-479035800,32.02,32.02,32.02,32.02,2030000,2096000
-478949400,31.879999,31.879999,31.879999,31.879999,2190000,2113500
-478863000,31.68,31.68,31.68,31.68,1900000,2116000
-478603800,31.790001,31.790001,31.790001,31.790001,1790000,2105500
-478431000,32.439999,32.439999,32.439999,32.439999,2700000,2125500
-478344600,32.82,32.82,32.82,32.82,3140000,2154000
-478258200,32.709999,32.709999,32.709999,32.709999,2950000,2211000
-477999000,33.02,33.02,33.02,33.02,3180000,2264000
-477912600,33.150002,33.150002,33.150002,33.150002,3240000,2321000
-477826200,33.18,33.18,33.18,33.18,2070000,2343500
-477739800,33.470001,33.470001,33.470001,33.470001,2960000,2388000
-477653400,33.540001,33.540001,33.540001,33.540001,3720000,2447000
-477394200,33.470001,33.470001,33.470001,33.470001,3080000,2488500
-477307800,33.57,33.57,33.57,33.57,3260000,2562000
-477221400,33.630001,33.630001,33.630001,33.630001,3830000,2658500
-477135000,33.439999,33.439999,33.439999,33.439999,3530000,2716000
-477048600,33.450001,33.450001,33.450001,33.450001,3130000,2756500
-476789400,33.580002,33.580002,33.580002,33.580002,3000000,2802500
-476703000,34.029999,34.029999,34.029999,34.029999,3690000,2870000
-476616600,34.220001,34.220001,34.220001,34.220001,3990000,2969000
-476443800,34.549999,34.549999,34.549999,34.549999,3010000,3018000
-476184600,34.540001,34.540001,34.540001,34.540001,3300000,3073500
-476098200,34.240002,34.240002,34.240002,34.240002,3440000,3150500
-476011800,33.990002,33.990002,33.990002,33.990002,3100000,3216000
-475925400,34.18,34.18,34.18,34.18,3190000,3240500
-475839000,34.490002,34.490002,34.490002,34.490002,3790000,3273000
-475579800,34.759998,34.759998,34.759998,34.759998,3960000,3323500
-475493400,34.919998,34.919998,34.919998,34.919998,3820000,3355500
-475407000,34.860001,34.860001,34.860001,34.860001,4150000,3401000
-475320600,34.689999,34.689999,34.689999,34.689999,3300000,3462500
-475234200,34.560001,34.560001,34.560001,34.560001,3250000,3477000
-474975000,34.59,34.59,34.59,34.59,2750000,3428500
-474888600,34.349998,34.349998,34.349998,34.349998,2650000,3407000
-474802200,34.560001,34.560001,34.560001,34.560001,2740000,3381000
-474715800,34.93,34.93,34.93,34.93,3390000,3359000
-474629400,35.919998,35.919998,35.919998,35.919998,3730000,3369000
-474370200,35.330002,35.330002,35.330002,35.330002,3770000,3401000
-474283800,35.380001,35.380001,35.380001,35.380001,3630000,3432500
-474197400,35.34,35.34,35.34,35.34,3460000,3421000
-474111000,35.369999,35.369999,35.369999,35.369999,3310000,3387000
-473765400,35.07,35.07,35.07,35.07,2970000,3385000
-473679000,35.43,35.43,35.43,35.43,3660000,3403000
-473592600,35.740002,35.740002,35.740002,35.740002,4430000,3452500
-473506200,35.740002,35.740002,35.740002,35.740002,3590000,3477000
-473419800,35.98,35.98,35.98,35.98,3840000,3509500
-473160600,36.75,36.75,36.75,36.75,4570000,3548500
-473074200,36.419998,36.419998,36.419998,36.419998,4420000,3571500
-472987800,35.52,35.52,35.52,35.52,4640000,3612500
-472901400,35.040001,35.040001,35.040001,35.040001,5300000,3670000
-472815000,35.330002,35.330002,35.330002,35.330002,4030000,3706500
-472555800,35.790001,35.790001,35.790001,35.790001,4300000,3759000
-472469400,35.68,35.68,35.68,35.68,3680000,3805500
-472383000,35.580002,35.580002,35.580002,35.580002,3400000,3843000
-472296600,35.43,35.43,35.43,35.43,3350000,3873500
-472210200,35.279999,35.279999,35.279999,35.279999,2630000,3835500
-471951000,34.580002,34.580002,34.580002,34.580002,3360000,3817000
-471864600,34.799999,34.799999,34.799999,34.799999,3020000,3779500
-471778200,34.959999,34.959999,34.959999,34.959999,2760000,3736000
-471691800,35.130001,35.130001,35.130001,35.130001,2210000,3673500
-471605400,35.439999,35.439999,35.439999,35.439999,2690000,3642500
-471346200,35.52,35.52,35.52,35.52,2910000,3639500
-471259800,35.509998,35.509998,35.509998,35.509998,3230000,3618000
-471173400,35.950001,35.950001,35.950001,35.950001,3860000,3589500
-471087000,35.990002,35.990002,35.990002,35.990002,3500000,3585000
-471000600,36.189999,36.189999,36.189999,36.189999,3290000,3557500
-470741400,36.630001,36.630001,36.630001,36.630001,3500000,3504000
-470655000,36.720001,36.720001,36.720001,36.720001,3320000,3449000
-470568600,36.610001,36.610001,36.610001,36.610001,3210000,3377500
-470482200,36.439999,36.439999,36.439999,36.439999,2890000,3257000
-470395800,36.959999,36.959999,36.959999,36.959999,3370000,3224000
-470136600,36.959999,36.959999,36.959999,36.959999,3610000,3189500
-470050200,36.459999,36.459999,36.459999,36.459999,3400000,3175500
-469963800,36.75,36.75,36.75,36.75,3360000,3173500
-469877400,37.080002,37.080002,37.080002,37.080002,3460000,3179000
-469791000,37.150002,37.150002,37.150002,37.150002,3260000,3210500
-469531800,36.889999,36.889999,36.889999,36.889999,2950000,3190000
-469445400,36.889999,36.889999,36.889999,36.889999,3510000,3214500
-469359000,36.77,36.77,36.77,36.77,3660000,3259500
-469272600,36.84,36.84,36.84,36.84,3030000,3300500
-469186200,36.889999,36.889999,36.889999,36.889999,3660000,3349000
-468927000,36.849998,36.849998,36.849998,36.849998,3010000,3354000
-468754200,36.82,36.82,36.82,36.82,3030000,3344000
-468667800,36.619999,36.619999,36.619999,36.619999,2920000,3297000
-468581400,36.57,36.57,36.57,36.57,2540000,3249000
-468322200,36.759998,36.759998,36.759998,36.759998,2620000,3215500
-468235800,36.830002,36.830002,36.830002,36.830002,2830000,3182000
-468149400,37.150002,37.150002,37.150002,37.150002,3370000,3184500
-468063000,37.290001,37.290001,37.290001,37.290001,3330000,3190500
-467976600,37.52,37.52,37.52,37.52,2770000,3184500
-467717400,37.279999,37.279999,37.279999,37.279999,2630000,3147500
-467631000,36.580002,36.580002,36.580002,36.580002,3160000,3125000
-467544600,36.220001,36.220001,36.220001,36.220001,3590000,3134500
-467458200,36.450001,36.450001,36.450001,36.450001,2760000,3104500
-467371800,35.82,35.82,35.82,35.82,3040000,3083500
-467112600,34.959999,34.959999,34.959999,34.959999,4220000,3131500
-467026200,35.709999,35.709999,35.709999,35.709999,3160000,3142000
-466939800,35.98,35.98,35.98,35.98,2900000,3111500
-466853400,36.119999,36.119999,36.119999,36.119999,2200000,3038500
-466767000,36.18,36.18,36.18,36.18,2050000,2989500
-466507800,35.950001,35.950001,35.950001,35.950001,2020000,2907500
-466421400,36.169998,36.169998,36.169998,36.169998,1910000,2852500
-466335000,36.639999,36.639999,36.639999,36.639999,2730000,2837500
-466248600,36.93,36.93,36.93,36.93,3170000,2850000
-466162200,36.959999,36.959999,36.959999,36.959999,2540000,2850000
-465903000,36.830002,36.830002,36.830002,36.830002,2540000,2846000
-465816600,36.849998,36.849998,36.849998,36.849998,2770000,2843000
-465730200,36.52,36.52,36.52,36.52,3410000,2845000
-465643800,36.580002,36.580002,36.580002,36.580002,2680000,2812500
-465557400,36.950001,36.950001,36.950001,36.950001,2660000,2807000
-465298200,36.830002,36.830002,36.830002,36.830002,2500000,2800500
-465211800,36.98,36.98,36.98,36.98,2100000,2747500
-465125400,37.169998,37.169998,37.169998,37.169998,2500000,2693000
-465039000,37.34,37.34,37.34,37.34,2330000,2671500
-464693400,37.439999,37.439999,37.439999,37.439999,2680000,2653500
-464607000,37.66,37.66,37.66,37.66,2770000,2581000
-464520600,37.709999,37.709999,37.709999,37.709999,2820000,2564000
-464434200,37.790001,37.790001,37.790001,37.790001,2890000,2563500
-464347800,37.959999,37.959999,37.959999,37.959999,3180000,2612500
-464088600,38.27,38.27,38.27,38.27,3080000,2664000
-464002200,38.220001,38.220001,38.220001,38.220001,2700000,2698000
-463915800,38.279999,38.279999,38.279999,38.279999,3090000,2757000
-463829400,38.32,38.32,38.32,38.32,2810000,2761000
-463743000,38.009998,38.009998,38.009998,38.009998,2800000,2742500
-463487400,38.110001,38.110001,38.110001,38.110001,2720000,2751500
-463401000,38.310001,38.310001,38.310001,38.310001,2720000,2760500
-463314600,38.110001,38.110001,38.110001,38.110001,2660000,2755000
-463228200,37.68,37.68,37.68,37.68,2550000,2712000
-463141800,37.959999,37.959999,37.959999,37.959999,2230000,2689500
-462882600,38.040001,38.040001,38.040001,38.040001,2220000,2667500
-462796200,37.700001,37.700001,37.700001,37.700001,2630000,2674000
-462709800,37.639999,37.639999,37.639999,37.639999,2220000,2680000
-462623400,37.82,37.82,37.82,37.82,2270000,2668500
-462537000,37.889999,37.889999,37.889999,37.889999,2250000,2664500
-462277800,37.93,37.93,37.93,37.93,2090000,2635000
-462191400,37.849998,37.849998,37.849998,37.849998,2150000,2604000
-462105000,37.419998,37.419998,37.419998,37.419998,2120000,2569000
-462018600,37.200001,37.200001,37.200001,37.200001,2830000,2566000
-461932200,37.439999,37.439999,37.439999,37.439999,1860000,2500000
-461673000,37.02,37.02,37.02,37.02,2160000,2454000
-461586600,36.970001,36.970001,36.970001,36.970001,1900000,2414000
-461500200,37.279999,37.279999,37.279999,37.279999,2010000,2360000
-461413800,37.490002,37.490002,37.490002,37.490002,2380000,2338500
-461327400,37.740002,37.740002,37.740002,37.740002,2240000,2310500
-461068200,37.48,37.48,37.48,37.48,1900000,2269500
-460981800,37.459999,37.459999,37.459999,37.459999,1650000,2216000
-460895400,37.599998,37.599998,37.599998,37.599998,2100000,2188000
-460809000,37.849998,37.849998,37.849998,37.849998,2260000,2173500
-460722600,37.93,37.93,37.93,37.93,2220000,2173000
-460377000,37.91,37.91,37.91,37.91,1990000,2161500
-460290600,37.959999,37.959999,37.959999,37.959999,2510000,2155500
-460204200,38.009998,38.009998,38.009998,38.009998,2610000,2175000
-460117800,38.369999,38.369999,38.369999,38.369999,2590000,2191000
-459858600,39.689999,39.689999,39.689999,39.689999,2560000,2206500
-459772200,39.959999,39.959999,39.959999,39.959999,3230000,2263500
-459685800,39.220001,39.220001,39.220001,39.220001,3300000,2321000
